,title,authors,isbn,average_rating,ratings_count,text_reviews_count,best_seller
8747,The Sound Of Mountain Water,Wallace Stegner,140266747,4.06,250,34,True
8748,The Source,James A. Michener,375760385,4.3,34972,1149,True
8749,The South,Colm Tóibín,140149864,3.6,807,92,True
8750,The South Beach Diet: The Delicious  Doctor-Designed  Foolproof Plan For Fast And Healthy Weight Loss,Arthur Agatston,1579546463,3.45,553,18,True
8751,The Southern Haunting Of Truman Capote,James C.    Simmons/Marie Rudisill,1581821360,3.9,29,3,
8752,The Sparrow,Mary Doria Russell,552997773,4.16,664,103,True
8753,The Spectator Bird,Wallace Stegner,140139400,3.99,4808,550,True
8754,The Speed Of Trust: The One Thing That Changes Everything,Stephen M.R. Covey,074329730X,3.99,17073,528,
8755,The Spell,Alan Hollinghurst,140286373,3.54,1559,103,True
8756,The Spenser Collection: Volume I,Robert B. Parker/Joe Mantegna,739340190,4.26,77,3,
8757,The Spice And Herb Bible,Ian Hemphill/Kate Hemphill,778801462,4.25,155,16,
8758,The Spider'S House,Paul Bowles/Francine Prose,61137030,4.02,1123,99,
8759,The Spiral Stair,Joan Aiken/Quentin Blake,1903015073,4.33,35,5,True
8760,The Spiral Staircase: My Climb Out Of Darkness,Karen Armstrong,385721277,3.99,5755,575,
8761,The Spire  William Golding : Notes,Steve Eddy,1405835648,3.6,594,35,True
8762,The Spirit Catches You And You Fall Down: A Hmong Child  Her American Doctors  And The Collision Of Two Cultures,Anne Fadiman,374525641,4.17,60656,4194,
8763,The Spirit Level: Poems,Seamus Heaney,374525110,4.14,94,12,True
8764,The Splendid Outcast: Beryl Markham'S African Stories,Beryl Markham/Mary S. Lovell,865473013,3.72,307,33,
8765,The Spook'S Apprentice,Joseph Delaney,99456451,3.99,2956,242,
8766,The Spy Who Barked,George E. Stanley,307264122,3.43,26,5,True
8767,The Spy Who Loved Me,Ian Fleming,142003263,3.4,8053,460,
8768,The St. Paul Stories Of F. Scott Fitzgerald,F. Scott Fitzgerald/Dave Page/Patricia Hampl,873515129,4,100,11,
8769,The Stand: Das Letzte Gefecht,Stephen King/Joachim Körber,3404134117,4.34,256,16,
8770,The Star Wars Cookbook Ii: Darth Malt And More Galactic Recipes,Wesley Martin/Frankie Frankeny,811828034,3.86,205,15,
8771,The Star Wars Poster Book,Stephen J. Sansweet/Peter Vilmur,811848833,4.5,60,2,True
8772,The Star Wars Trilogy,George Lucas/Donald F. Glut/James Kahn,345475828,4.25,4365,138,True
8773,The Star-Spangled Banner,Debra Hess,761417109,4,1,0,
8774,The Starry Rift,James Tiptree Jr.,312890214,3.81,232,25,True
8775,The Stars  Like Dust,Isaac Asimov,553293435,3.74,12547,424,True
8776,The Stars At Noon,Denis Johnson,60976101,3.58,597,40,True
8777,The State Of Mind Called Beautiful,Sayadaw U. Pandita/Kate Wheeler/Swami Vivekananda,861713451,4.22,28,1,
8778,The State Of The Art,Iain M. Banks,189238938X,3.84,46,6,True
8779,The Statue Of Liberty,Debra Hess,761417079,4,1,0,True
8780,The Stephen King Collection: Stories From Night Shift,Stephen King/John  Glover,739317369,4,56,9,
8781,The Stephen King Universe: A Guide To The Worlds Of The King Of Horror,Stanley Wiater/Christopher Golden/Hank Wagner,1580631606,4.15,6471,44,
8782,The Steps,Rachel Cohn,689874146,3.58,428,48,True
8783,The Stone Diaries,Carol Shields,143036394,3.87,397,40,True
8784,The Stone Fey,Robin McKinley/John Clapp,152000178,3.36,1036,78,True
8785,The Stone Monkey,Jeffery Deaver,340734019,3.96,245,20,True
8786,The Stone Raft,José Saramago/Giovanni Pontiero,156004011,3.8,308,30,True
8787,The Stones Of Summer,Dow Mossman,1585675172,3.15,421,110,True
8788,The Stories,Deborah Eisenberg,374524920,4,209,19,True
8789,The Stories Of Eva Luna,Isabel Allende,743217187,3.97,12839,375,True
8790,The Stories Of John Cheever,John Cheever/Pelle Fritz-Crone,375724427,4.27,12270,529,True
8791,The Stories Of Vladimir Nabokov,Vladimir Nabokov,679729976,4.3,5889,183,
8792,The Storm,Cynthia Rylant/Preston McDaniels,068984882X,4.18,445,86,True
8793,The Story Of A Seagull And The Cat Who Taught Her To Fly,Luis Sepúlveda/Chris Sheban/Margaret Sayers Peden,439401879,4.14,5097,219,
8794,The Story Of A Shipwrecked Sailor,Gabriel García Márquez/Randolf Hogan,067972205X,3.78,462,44,
8795,The Story Of Avis,Elizabeth Stuart Phelps/Carol Phillips,813510996,3.55,180,14,True
8796,The Story Of Chicago May,Nuala O'Faolain,1573223204,3.24,344,59,
8797,The Story Of Mr Sommer,Patrick Süskind/Jean-Jacques Sempé,747566755,3.84,2061,104,True
8798,The Story Of Philosophy,Will Durant/Grover Gardner,1572704209,4.12,31,4,True
8799,The Story Of Philosophy: A Concise Introduction To The World'S Greatest Thinkers And Their Ideas,Bryan Magee,751333328,4.14,518,45,True
8800,The Story Of Philosophy: The Lives And Opinions Of The World'S Greatest Philosophers,Will Durant,671739166,4.12,10553,550,
8801,The Story Of Ruby Bridges,Robert Coles/George Ford,439598443,4.43,11403,605,
8802,The Story Of Salt,Mark Kurlansky/S.D. Schindler,399239987,4.08,382,85,True
8803,The Stowaway Solution,Gordon Korman,439651395,4.11,2041,82,True
8804,The Straight Dope,Cecil Adams,345422910,4.19,596,24,True
8805,The Strange Case Of Dr. Jekyll And Mr. Hyde And Other Stories,Robert Louis Stevenson/Jenny Davidson,1593080549,4.01,857,57,
8806,The Stranger,Albert Camus/Stuart Gilbert,394700023,3.98,1493,184,True
8807,The Stranger Beside Me: Ted Bundy: The Shocking Inside Story,Ann Rule,451203267,4.14,54029,2779,
8808,The Stranger From Paradise: A Biography Of William Blake,G.E. Bentley Jr.,300100302,4.06,79,10,
8809,The Strangers In The House,Georges Simenon/P.D. James/Geoffrey Sainsbury/David Watson,1590171942,3.75,655,66,
8810,The Strategy Of Satan: How To Detect And Defeat Him,Warren W. Wiersbe,842366652,4.37,440,45,
8811,The Street Lawyer,John Grisham,385339097,3.83,89947,1813,True
8812,The Stress-Free Habit: Powerful Techniques For Health & Longevity From The Andes  Yucatan & The Far East,John Perkins,892812923,3.84,17,1,True
8813,The Stuffed Owl: An Anthology Of Bad Verse,D.B. Wyndham-Lewis/Charles  Lee/Billy Collins/Max Beerbohm,1590170385,3.73,69,9,
8814,The Subterraneans,Jack Kerouac,141184892,3.68,426,42,True
8815,The Subtle Knife,Philip Pullman,440238145,4.13,4750,337,True
8816,The Sultan'S Bought Bride,Jane Porter,037312418X,3.74,224,20,
8817,The Summer House,Jean Stone,553580833,3.89,128,6,True
8818,The Summer Of Katya,Trevanian,1400098041,3.99,2257,116,True
8819,The Summit,Gordon Korman,439411378,3.96,2584,106,True
8820,The Summons,John Grisham,385339593,3.69,58901,1642,True
8821,The Summons / The Brethren,John Grisham/Michael Beck/Frank  Muller,739342770,3.99,241,9,
8822,The Sun Also Rises,Ernest Hemingway/William Hurt,743564413,3.82,302,69,True
8823,The Sun In The Morning: My Early Years In India And England,M.M. Kaye,312049994,4.22,249,39,
8824,The Sun Rises: And Other Questions About Time And Seasons,Brenda Walpole,753459647,3.94,50,6,
8825,The Sunday Philosophy Club,Alexander McCall Smith,1400077095,3.36,16314,1764,
8826,The Sunset Limited,Cormac McCarthy,307278360,3.96,6494,562,True
8827,The Supernaturalist,Eoin Colfer,078685149X,3.86,24863,1001,True
8828,The Suppliant Maidens/The Persians/Seven Against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,1419150014,4.1,1,0,
8829,The Swarm War,Troy Denning,345463056,3.49,3852,55,True
8830,The Sweet Potato Queens' Big-Ass Cookbook,Jill Conner Browne,060980877X,4.02,1958,142,
8831,The Swimming-Pool Library,Alan Hollinghurst,679722564,3.77,7115,322,True
8832,The Switch,Sandra Brown,749932554,3.92,9295,478,True
8833,The Sword And The Shield: The Mitrokhin Archive & The Secret History Of The Kgb,Christopher M. Andrew/Vasili Mitrokhin,465003125,3.93,1170,82,True
8834,The Sword Of Angels,John Marco,075640360X,3.9,827,23,True
8835,The Sword Of CortéS,Rob Kidd/Jean-Paul Orpinas/Walt Disney Company,1423100611,3.98,644,14,True
8836,The Sword Of Straw,Amanda Hemingway,345460804,3.81,138,8,True
8837,The Sword Of Truth  Boxed Set I: Wizard'S First Rule  Blood Of The Fold  Stone Of Tears,Terry Goodkind,812575601,4.29,4196,81,
8838,The Sword Of Welleran And Other Stories,Lord Dunsany/Sidney H. Sime,486442179,4.01,328,41,
8839,The Swords Of Night And Day,David Gemmell,552146781,4.32,6954,93,True
8840,The Symposium,Plato/Christopher Gill,140446168,4.04,174,10,
8841,The System Of Objects,Jean Baudrillard/James Benedict,1844670538,4.01,1002,27,True
8842,The Talbot Odyssey,Nelson DeMille,446358584,3.85,4874,154,True
8843,The Tale Of Despereaux,Kate DiCamillo/Timothy Basil Ering,763625299,4.04,142149,8457,True
8844,The Tale Of Genji,Murasaki Shikibu/Edward G. Seidensticker,394735307,3.72,317,55,True
8845,The Tale Of Genji: Scenes From The World'S First Novel,Murasaki Shikibu/Masayuki Miyata/Jakuchō Seitouchi/Donald Keene/H. Mack Horton/Ayako Watanabe/Michiko Hiraoka,4770027729,3.74,46,5,True
8846,The Tale Of Peter Rabbit,Beatrix Potter,723247706,4.18,188842,1575,True
8847,The Tale Of Peter Rabbit: A Pop-Up Adventure,Beatrix Potter,723257043,4.18,19,2,
8848,The Tale Of The Flopsy Bunnies,Beatrix Potter,072324779X,4.19,5209,130,
8849,The Tale Of The Unknown Island,José Saramago/Peter Sís/Margaret Jull Costa,156013037,3.89,3331,242,True
8850,The Talisman,Stephen King/Peter Straub,670691992,4.13,1259,131,True
8851,The Talisman Ring,Georgette Heyer,99474395,4.02,5550,478,True
8852,The Talking Horse And The Sad Girl And The Village Under The Sea: Poems,Mark Haddon,307275698,3.31,418,37,
8853,The Tall Pine Polka / Your Oasis On Flame Lake,Lorna Landvik,345487664,3.99,177,7,
8854,The Tangled Thread,Cynthia Harrod-Eagles,751506478,4.32,305,8,True
8855,The Tao Of Physics: An Exploration Of The Parallels Between Modern Physics And Eastern Mysticism,Fritjof Capra,1570625190,3.97,14183,398,True
8856,The Tarot Cafe  #1,Sang-Sun Park,1595325557,3.88,1829,85,True
8857,The Teeth Of The Tiger,Tom Clancy,141004924,3.64,18128,467,True
8858,The Tempest,William Shakespeare/Peter Hulme/William H. Sherman,393978192,3.81,582,30,True
8859,The Tenants,Bernard Malamud/Aleksandar Hemon,374521026,3.65,662,50,True
8860,The Tenants Of Moonbloom,Edward Lewis Wallant/Dave Eggers,1590170709,3.88,520,78,
8861,The Tent,Margaret Atwood,385516681,3.7,5061,519,True
8862,The Tenth Circle,Jodi Picoult,074349671X,3.5,108646,5039,True
8863,The Tenth Insight: Holding The Vision,James Redfield,446674575,3.64,9889,337,
8864,The Tenth Man,Graham Greene,671019090,3.73,2910,220,True
8865,The Terminal Man,Michael Crichton,60092572,3.36,21457,576,True
8866,The Terror,Dan Simmons,316017442,4.07,31711,3317,True
8867,The Testament,John Grisham/Jorma-Veikko Sappinen,440234743,3.86,89014,2361,True
8868,The Theban Plays,Sophocles/David Grene/Charles Segal,679431322,3.97,52,3,True
8869,The Theban Plays: Antigone  King Oidipous & Oidipous At Colonus,Sophocles/Ruby Blondell,1585100374,3.97,57,3,
8870,The Theban Plays: Oedipus Rex  Oedipus At Colonus & Antigone,Sophocles/George      Young,048645049X,3.97,182,14,
8871,The Theory And Practice Of Group Psychotherapy,Irvin D. Yalom/Molyn Leszcz,465092845,4.17,7888,119,
8872,The Thief,Megan Whalen Turner,613060326,3.88,97,17,True
8873,The Third Chimpanzee: The Evolution & Future Of The Human Animal,Jared Diamond,60183071,4.06,59,1,True
8874,The Third Man & The Fallen Idol,Graham Greene,014018533X,3.77,1322,109,True
8875,The Third Policeman,Flann O'Brien/Denis Donoghue,156478214X,4.01,12452,1179,True
8876,The Third Victim,Lisa Gardner,553578685,4.16,24599,518,True
8877,The Thirteenth Tale,Diane Setterfield,743298020,3.96,239809,18865,True
8878,The Thirteenth Tribe,Arthur Koestler,330250698,3.93,9,3,True
8879,The Thomas Berryman Number,James Patterson,446600458,2.86,4320,307,
8880,The Thorn Birds,Colleen McCullough,60837551,4.23,533,66,True
8881,The Thousandfold Thought,R. Scott Bakker,158567883X,3.93,8716,228,
8882,The Three Musketeers,Alexandre Dumas/Barbara T. Cooper,1593081480,4.07,1149,147,True
8883,The Three Theban Plays: Antigone  Oedipus The King  Oedipus At Colonus,Sophocles/Robert Fagles/Bernard Knox,140444254,3.97,2979,288,True
8884,The Thrill Of Victory,Erin St. Claire/Sandra Brown,1551666723,3.62,1097,56,True
8885,The Throne Of The Third Heaven Of The Nations Millennium General Assembly: Poems Collected And New,Denis Johnson,60926961,4.15,562,33,
8886,The Ties That Bind: Life'S Most Essential Knots And Ties,Susan Oliver/Harry   Bates,1584793821,3.67,3,1,
8887,The Tiger Rising,Kate DiCamillo,763618985,3.82,19133,2279,True
8888,The Time Machine,H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner,141439971,3.89,3094,301,True
8889,The Time Of Our Singing,Richard Powers,99453835,4.25,1836,245,
8890,The Time Of The Ghost,Diana Wynne Jones,64473546,3.66,2122,123,True
8891,The Time Traveler'S Wife,Audrey Niffenegger,1596921536,3.97,1005,253,True
8892,The Time Travelers: Volume One,Caroline B. Cooney,553494805,3.94,302,29,True
8893,The Tin Can Tree,Anne Tyler,449911896,3.6,2384,91,True
8894,The Tiny One,Eliza Minot,037570633X,3.68,248,43,True
8895,The Tipping Point: How Little Things Can Make A Big Difference,Malcolm Gladwell,316346624,3.97,633037,11898,True
8896,The Titan'S Curse,Rick Riordan,1423101456,4.35,5521,773,True
8897,The Tolkien Fan'S Medieval Reader,David E. Smith (Turgon of TheOneRing.net,3.58, one of the founding members of this Tolkien website)/Verlyn Flieger/Turgon (=David E. Smith),400,26,
8898,The Tolkien Reader,J.R.R. Tolkien/Peter S. Beagle,345345061,3.99,4200,145,True
8899,The Tombs Of Atuan,Ursula K. Le Guin/Margot Paronis,689845367,4.09,73161,1922,True
8900,The Tomten,Astrid Lindgren/Harald Wiberg,698115910,4.24,1599,109,True
8901,The Total Library: Non-Fiction 1922-1986,Jorge Luis Borges/Suzanne Jill Levine/Esther Allen,141183020,4.52,164,17,
8902,The Totem,David Morrell,446691909,3.58,1152,76,True
8903,The Town,William Faulkner,394701844,4.1,1253,68,True
8904,The Toy Maker: The Life And Times Of Inventor Frank Hornby,Anthony Mcreavy,91895812,3,1,1,
8905,The Tragedy Of Pudd'Nhead Wilson,Mark Twain/Michael Prichard,140015068X,3.79,3,0,
8906,The Tragedy Of Pudd'Nhead Wilson/Those Extraordinary Twins,Mark Twain/David Lionel Smith/Sherley Anne Williams,195114159,3.79,3664,58,
8907,The Trail Of Tears,Joseph Bruchac/Diana Magnuson,679890521,3.91,170,31,True
8908,The Transit Of Venus,Shirley Hazzard,1860491812,3.89,1681,276,True
8909,The Transition Of H. P. Lovecraft: The Road To Madness,H.P. Lovecraft/Barbara Hambly,345384229,4.3,9518,93,
8910,The Treason Of Isengard: The History Of The Lord Of The Rings  Part Two,J.R.R. Tolkien/Christopher Tolkien,261102206,4.17,102,5,
8911,The Treasure Hunt: A Little Bill Book,Bill Cosby/Varnette P. Honeywood,590956183,3.34,364,18,
8912,The Treasure Principle: Unlocking The Secret Of Joyful Giving,Randy Alcorn,1590525086,4.13,4088,290,
8913,The Treasured Writings Of Kahlil Gibran,Kahlil Gibran,089009389X,4.42,1432,45,
8914,The Trial,Franz Kafka/Max Brod/Willa Muir/Edwin Muir,99428644,3.98,168300,3724,True
8915,The Trial And Death Of Socrates,Plato/G.M.A. Grube/John M. Cooper,872205541,4.08,26252,344,True
8916,The Trial Of God:,Elie Wiesel/Robert McAfee Brown/Matthew Fox,805210539,4.14,957,72,True
8917,The Trial Of Henry Kissinger,Christopher Hitchens,1859843980,3.96,2614,187,True
8918,The Trial Of Queen Caroline: The Scandalous Affair That Nearly Ended A Monarchy,Jane Robins,743255909,3.39,52,8,
8919,The Tristan Betrayal,Robert Ludlum,312990685,3.84,5942,150,True
8920,The Trojan Women,Euripides/Gilbert Murray,1420927329,3.89,4577,126,True
8921,The Trojan Women And Hippolytus,Euripides,486424626,3.63,34,4,
8922,The Trolley Car Family,Eleanor Clymer/Ursula Koering,590407325,4.14,314,46,True
8923,The Trouble With Testosterone And Other Essays On The Biology Of The Human Predicament,Robert M. Sapolsky,684838915,4.11,1106,85,True
8924,The Trouble With The Pears: An Intimate Portrait Of Erzsebet Bathory,Gia Bathory Al Babel,1425910394,2.55,33,7,
8925,The Trouble With Violet,Anne Mazer/Bill Brown,439872464,3.89,223,36,True
8926,The Truelove,Patrick O'Brian,393310167,4.36,6025,139,True
8927,The Truelove Bride,Shana Abe,055358054X,3.65,377,25,True
8928,The Trumpet Of The Swan,E.B. White/Fred Marcellino,64408671,4.08,63915,1825,True
8929,The Trumpeter Of Krakow,Eric P. Kelly/Janina Domanska,689829922,3.76,54,13,
8930,The Truth,Terry Pratchett,413771164,4.27,43964,880,True
8931,The Truth About The Drug Companies: How They Deceive Us And What To Do About It,Marcia Angell,375760946,3.95,666,72,
8932,The Truth Of The Matter,Robb Forman Dew,316013307,3.09,194,40,True
8933,The Truth Will Set You Free: Overcoming Emotional Blindness And Finding Your True Adult Self,Alice   Miller/Andrew Edwin Jenkins,465045855,4.06,501,32,True
8934,The Truth With Jokes,Al Franken,452287677,3.86,7469,201,True
8935,The Turn Of The Screw,Henry James/Deborah Esch/Jonathan Warren,039395904X,3.43,790,93,True
8936,The Turn Of The Screw And Other Short Fiction,Henry James/R.W.B. Lewis,553210599,3.8,3083,134,
8937,The Turn Of The Screw And The Aspern Papers,Henry James/Anthony Curtis,141439904,3.79,6769,270,
8938,The Turn Of The Screw/Daisy Miller,Henry James,440391547,3.61,959,55,
8939,The Turtle,Cynthia Rylant/Preston McDaniels,689863128,4.07,155,13,True
8940,The Turtle And The Monkey,Paul Galdone/Joanna Galdone,395544254,3.74,58,6,
8941,The Tutor'S First Love,George MacDonald/Michael R. Phillips,087123596X,4.08,364,21,
8942,The Twelfth Card,Jeffery Deaver,743491564,3.99,468,36,True
8943,The Twelve Caesars,Suetonius/Michael Grant/Robert Graves,140449213,4.05,12764,376,
8944,The Twelve Dancing Princesses,Marianna Mayer/Kinuko Y. Craft,068814392X,4.32,86,9,
8945,The Twelve Kingdoms: Sea Of Shadow,Fuyumi Ono/小野 不由美/Akihiro Yamada/山田 章博/Elye J. Alexander/Alexander O. Smith,1598169467,4.2,2504,172,
8946,The Twelve Steps & Twelve Traditions Of Overeaters Anonymous,Overeaters Anonymous,960989862,4.36,213,10,
8947,The Twelve Terrors Of Christmas,John Updike/Edward Gorey,764937103,4.23,2552,103,
8948,The Twentieth Wife,Indu Sundaresan,743428188,4.04,11380,1253,True
8949,The Twenty-Seventh City,Jonathan Franzen,312420145,3.12,3621,330,
8950,The Twits,Roald Dahl/Quentin Blake,141318309,3.96,98823,2552,True
8951,The Two Tocquevilles  Father And Son,R.R. Palmer,691054959,2,1,0,
8952,The Two Towers,J.R.R. Tolkien/Peter S. Beagle,618346260,4.44,593467,5798,True
8953,The Two-Mile Time Machine: Ice Cores  Abrupt Climate Change  And Our Future,Richard B. Alley,691102961,3.98,143,18,
8954,The Ultimate Guide To Anal Sex For Women,Tristan Taormino,1573442216,4.11,382,26,True
8955,The Ultimate Hitchhiker'S Guide,Douglas Adams,517149257,4.38,2877,195,
8956,The Ultimate Hitchhiker'S Guide To The Galaxy,Douglas Adams,345453743,4.38,249558,4080,
8957,The Ultimate Hitchhiker'S Guide: Five Complete Novels And One Story,Douglas Adams,517226952,4.38,3628,254,
8958,The Ultimate Time Machine: A Remote Viewer'S Perception Of Time & Predictions For The New Millennium,Joseph McMoneagle,157174102X,3.59,68,6,
8959,The Ultramarines Omnibus,Graham McNeill,1844164039,3.97,1691,67,True
8960,The Umbrella Of Us Power: The Universal Declaration Of Human Rights & The Contradictions Of Us Policy,Noam Chomsky/Greg Ruggiero,1583225471,3.96,155,7,
8961,The Unabridged Journals Of Sylvia Plath,Sylvia Plath/Karen V. Kukil,385720254,4.31,14009,483,
8962,The Unauthorized Anne Rice Companion,George Beahm,836210360,3.68,97,0,
8963,The Unbearable Lightness Of Being,Milan Kundera/Michael Henry Heim,571224385,4.1,248686,8251,
8964,The Unconsoled,Kazuo Ishiguro,679735879,3.54,587,120,True
8965,The Undead And Philosophy: Chicken Soup For The Soulless,Richard V. Greene/K. Silem Mohammad,812696018,3.7,196,18,
8966,The Undomestic Goddess,Sophie Kinsella,385338694,3.83,235032,6613,
8967,The Unexpected Guest: A Play In Two Acts,Agatha Christie,573014671,3.83,2813,167,
8968,The Unfortunate Miss Fortunes,Jennifer Crusie/Eileen Dreyer/Anne Stuart,031294098X,3.48,3252,233,
8969,The Unfortunate Tobacconist & Other Mysteries,NOT A BOOK,074353395X,3.5,12,1,True
8970,The Unicorn,Iris Murdoch,014002476X,3.63,1846,159,True
8971,The United States Of Europe: The New Superpower And The End Of American Supremacy,T.R. Reid,143036084,3.62,691,63,
8972,The Universe In A Nutshell,Stephen Hawking,055380202X,4.15,29607,645,
8973,The Unknown Masterpiece,Honoré de Balzac,1425462219,3.87,11,3,
8974,The Unknown Sigrid Undset: Jenny And Other Works,Sigrid Undset/Tim Page/Tiina Nunnally/Naomi Walford,1586420216,4.19,48,9,
8975,The Unmasking Of Oscar Wilde,Joseph Pearce,1586170260,4.25,112,13,
8976,The Unpublished David Ogilvy,David Ogilvy/Joel Raphaelson,517566095,4.16,255,19,
8977,The Untamed One,Ronda Thompson,312935749,4.01,925,42,True
8978,The Untouchable,John Banville,679767479,3.95,2163,216,
8979,The Untouchables,Eliot Ness/Oscar Fraley,1568491980,3.89,613,31,
8980,The Use And Abuse Of Biology: An Anthropological Critique Of Sociobiology,Marshall Sahlins,472766007,3.91,32,5,
8981,The Used World,Haven Kimmel,743247787,3.63,1398,249,True
8982,The Uses Of Literature,Italo Calvino/Patrick Creagh,156932504,4.07,900,32,True
8983,The Valentine Legacy,Catherine Coulter,515118362,3.88,2133,42,True
8984,The Valkyries,Paulo Coelho/Alan R. Clarke,62513346,3.31,1204,79,True
8985,The Valley Of Horses,Jean M. Auel,553381660,4,59723,1733,
8986,The Valley Of Vision: A Collection Of Puritan Prayers And Devotions,Arthur Bennett,851512283,4.54,9476,247,True
8987,The Vampire Armand,Anne Rice,345434803,3.76,59191,710,True
8988,The Vampire Companion,Katherine Ramsland/Anne Rice,345397398,3.94,4829,25,True
8989,The Vampire Lestat,Anne Rice,345476883,4.07,156354,2720,True
8990,The Van,Roddy Doyle,140260021,3.94,5718,164,True
8991,The Vanished Man,Jeffery Deaver,743437810,4.1,15135,584,
8992,The Various,Steve Augarde,440420296,3.71,825,98,True
8993,The Various Haunts Of Men,Susan Hill,1585678767,3.82,8361,819,True
8994,The Very Best Of The Feynman Lectures,Richard P. Feynman,465099009,4.18,123,21,True
8995,The Very Hungry Caterpillar,Eric Carle,399226907,4.29,3945,262,True
8996,The Very Persistent Gappers Of Frip,George Saunders/Lane Smith,1932416374,4.11,2457,356,
8997,The Victim,Saul Bellow,140189386,3.53,1481,118,True
8998,The View From Castle Rock,Alice Munro,1400042828,3.68,3459,423,
8999,The Village Of Stepanchikovo,Fyodor Dostoyevsky/Ignat Avsey,140446583,3.87,1570,80,True
9000,The Vintage Book Of Contemporary American Short Stories,Tobias Wolff,679745130,4.11,1227,79,
9001,The Virgin Blue,Tracy Chevalier,452284449,3.66,26029,1588,
9002,The Virgin'S Lover,Philippa Gregory,743269268,3.71,43749,1967,
9003,The Virtue Of Selfishness: A New Concept Of Egoism,Ayn Rand/Nathaniel Branden,451163931,3.51,11462,467,
9004,The Virtues Of Aging,Jimmy Carter,345425928,3.55,221,36,True
9005,The Visible Hand: The Managerial Revolution In American Business,Alfred D. Chandler Jr.,674940520,4.01,222,26,
9006,The Visitor,Lee Child/Hayward Morse/Garrick Hagon,1860428789,4.09,4,0,True
9007,The Visual Arts: A History,Hugh Honour/John Fleming,810935937,3.85,0,0,
9008,The Visual Arts: A History  Volume 2,Hugh Honour/John Fleming,131551132,4,6,0,
9009,The Vital Illusion,Jean Baudrillard/Julia Witwer,231121008,3.84,117,7,
9010,The Voices Of Morebath: Reformation And Rebellion In An English Village,Eamon Duffy,300098251,3.69,361,39,
9011,The Voyage Of The Jerle Shannara Trilogy,Terry Brooks,345492862,4.27,3088,39,
9012,The Voyage Of The “Dawn Treader”,C.S. Lewis/Pauline Baynes,20442602,4.09,2977,250,
9013,The Wake,Neil Gaiman/Michael Zulli/Jon J. Muth/Charles Vess/Mikal Gilmore,1563892871,4.52,37038,767,True
9014,The Wakefield Legacy: The Untold Story,Francine Pascal/Kate William,553297945,3.94,805,31,True
9015,The Wakefields Of Sweet Valley,Francine Pascal/Kate William,553292781,3.92,1425,73,
9016,The Walking Dead  Book One,Robert Kirkman/Tony Moore/Charlie Adlard/Cliff Rathburn,1582406197,4.35,34751,1346,True
9017,The Walking Dead  Vol. 3: Safety Behind Bars,Robert Kirkman/Charlie Adlard/Cliff Rathburn,1582404879,4.3,25796,1020,
9018,The Walking Dead  Vol. 5: The Best Defense,Robert Kirkman/Charlie Adlard/Cliff Rathburn,158240612X,4.29,21435,841,
9019,The Wall,John Hersey,394756967,4.28,1829,57,True
9020,The Wall Of The Sky  The Wall Of The Eye,Jonathan Lethem,156032481,3.67,1158,95,
9021,The Walrus Was Paul: The Great Beatle Death Clues,R. Gary Patterson/Jay Fox,684850621,3.72,441,39,
9022,The Wanderer,Knut Hamsun/Oliver Stallybrass/Gunnvor Stallybrass,285647873,3.96,696,25,True
9023,The Wanting Seed,Anthony Burgess,393315088,3.71,5423,293,True
9024,The Wapshot Chronicle,John Cheever/Rick Moody,60528877,3.76,6152,257,True
9025,The War,Marguerite Duras/Barbara Bray,1565842219,3.85,963,65,True
9026,The War Of Art: Break Through The Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,446691437,4,53653,4702,
9027,The War Of The Flowers,Tad Williams,075640181X,3.88,7519,319,True
9028,The War Of The Jewels,J.R.R. Tolkien/Christopher Tolkien,395710413,3.93,3329,15,True
9029,The War Of The Lance,Margaret Weis/Tracy Hickman,786937777,3.9,47,0,True
9030,The War Of The Worlds,H.G. Wells/Arthur C. Clarke,375759239,3.82,196425,4549,True
9031,The War Of The Worlds Murder,Max Allan Collins,425204014,3.71,196,38,True
9032,The Warlord Of Mars,Edgar Rice Burroughs/John Bolen,1400130220,3.86,9350,345,True
9033,The Warren Buffett Ceo: Secrets From The Berkshire Hathaway Managers,Robert P. Miles/Tom Osborne,471430455,4.07,39,1,
9034,The Warren Buffett Way,Robert G. Hagstrom/Bill Miller/Kenneth L. Fisher,471743674,4.13,228,16,True
9035,The Warrior Prophet,R. Scott Bakker,1585677280,3.95,10570,221,True
9036,The Wars,Timothy Findley,571207995,3.88,6467,245,True
9037,The Waste Land,T.S. Eliot/Michael North,393974995,4.11,35549,680,True
9038,The Waste Land And Other Writings,T.S. Eliot/Mary Karr,375759344,4.21,3124,74,
9039,The Waste Lands,Stephen King/Ned Dameron,747411875,4.24,76,5,True
9040,The Water Babies,Charles Kingsley/W. Heath Robinson,1853261483,3.42,6148,318,True
9041,The Water-Method Man,John Irving,034541800X,3.35,10479,251,True
9042,The Waterborn,Greg Keyes/J. Gregory Keyes,345396707,3.81,76,5,True
9043,The Wave In The Mind: Talks And Essays On The Writer  The Reader And The Imagination,Ursula K. Le Guin,1590300068,4.3,1044,164,True
9044,The Way By Swann’S,Marcel Proust/Lydia Davis/Christopher Prendergast,141180315,4.14,318,52,
